target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source
FALSE POSITIVE,10.16104834,2.72,96.98,800.0,5636.0,0.913,0.881,,3.0448,908.9,kepler
CANDIDATE,12.89623554,2.55,89.02,783.0,6072.0,0.923,1.005,,2.625,426.6,kepler
CONFIRMED,24.7543849,2.1,13.7,491.0,4852.0,0.804,0.778,,3.39,593.3,kepler
CONFIRMED,17.7838298,1.6,66.87,729.0,6014.0,1.021,1.037,,3.997,247.1,kepler
FALSE POSITIVE,2.15839583,14.28,350.53,1103.0,5272.0,0.662,0.732,,8.09,352.2,kepler
CANDIDATE,1.570592397,1.37,1135.98,1480.0,5519.0,0.921,0.837,,0.623,214.4,kepler
FALSE POSITIVE,2.61841046,1.12,567.24,1245.0,5912.0,0.82,0.908,,3.304,180.2,kepler
FALSE POSITIVE,4.593594819,8.85,378.37,1125.0,6075.0,0.969,1.048,,2.6391,1455.2,kepler
FALSE POSITIVE,6.17039154,2.17,264.63,1029.0,6137.0,0.963,1.038,,2.116,502.9,kepler
CANDIDATE,6.422943288,1.66,269.8,1034.0,6102.0,1.016,1.049,,1.0815,261.4,kepler
FALSE POSITIVE,4.27121961,2.17,97.84,802.0,4702.0,0.67,0.654,,2.9283,966.7,kepler
CANDIDATE,1.306984786,18.33,2230.29,1754.0,6102.0,1.026,1.099,,1.194,302.1,kepler
FALSE POSITIVE,0.755109106,0.85,2130.82,1733.0,5452.0,0.815,0.91,,2.967,106.0,kepler
CONFIRMED,4.61225043,0.51,268.27,1032.0,5495.0,0.961,0.932,,2.695,29.1,kepler
CONFIRMED,7.99022379,1.97,361.73,1113.0,5689.0,1.542,1.007,,3.273,165.9,kepler
FALSE POSITIVE,4.1749166,0.61,366.59,1116.0,5910.0,0.94,1.032,,4.828,40.7,kepler
FALSE POSITIVE,0.56678694,0.63,3194.49,1920.0,5341.0,0.808,0.747,,1.959,61.2,kepler
FALSE POSITIVE,0.73094701,15.83,2886.66,1870.0,5767.0,0.837,0.927,,4.223,227.7,kepler
FALSE POSITIVE,0.730947169,14.43,2349.48,1777.0,5514.0,0.826,0.926,,4.396,248.0,kepler
FALSE POSITIVE,1.877350712,1.46,1755.2,1650.0,6382.0,1.059,1.104,,1.7478,185.6,kepler
FALSE POSITIVE,2.11552348,21.43,900.64,1398.0,5900.0,0.951,1.065,,6.712,359.2,kepler
FALSE POSITIVE,7.01476115,1.02,175.85,928.0,5912.0,0.87,0.875,,3.945,122.1,kepler
FALSE POSITIVE,0.941603153,2.29,1575.78,1608.0,5237.0,0.837,0.774,,1.1886,462.1,kepler
FALSE POSITIVE,1.13357304,0.59,2688.01,1836.0,6147.0,0.954,0.932,,2.849,33.1,kepler
FALSE POSITIVE,0.777663575,0.95,2553.18,1816.0,5769.0,0.812,0.9,,1.1741,134.3,kepler
FALSE POSITIVE,3.43525124,25.43,1468.73,1579.0,5854.0,1.742,1.143,,4.509,152.2,kepler
CANDIDATE,3.11141514,0.7,1296.58,1530.0,6450.0,1.273,1.169,,3.074,28.4,kepler
FALSE POSITIVE,1.878156188,2.51,400.37,1141.0,5075.0,0.67,0.649,,2.058,787.5,kepler
FALSE POSITIVE,7.81153999,23.56,62.96,718.0,5150.0,0.71,0.792,,5.984,912.8,kepler
FALSE POSITIVE,2.115498574,25.84,995.26,1432.0,5917.0,1.0,1.088,,6.738,444.2,kepler
FALSE POSITIVE,3.40076682,0.69,1328.5,1540.0,6134.0,1.496,1.131,,4.7,21.1,kepler
FALSE POSITIVE,2.057499811,1.27,273.84,1037.0,4620.0,0.736,0.723,,2.569,325.6,kepler
FALSE POSITIVE,10.5856758,1.49,163.41,912.0,6246.0,1.092,1.18,,4.911,178.7,kepler
FALSE POSITIVE,2.69633621,15.78,749.66,1334.0,6106.0,0.923,0.974,,5.238,238.6,kepler
FALSE POSITIVE,1.099291188,1.37,947.02,1414.0,4878.0,0.843,0.82,,1.765,282.6,kepler
FALSE POSITIVE,0.47462889,1.43,2691.55,1840.0,4904.0,0.786,0.758,,1.0194,331.3,kepler
FALSE POSITIVE,0.56681727,0.42,2676.11,1832.0,5481.0,0.708,0.806,,1.779,35.9,kepler
FALSE POSITIVE,1.081935491,0.99,819.14,1364.0,4938.0,0.718,0.697,,5.136,202.9,kepler
CONFIRMED,0.524175803,1.27,3049.23,1891.0,5278.0,0.815,0.911,,0.7648,236.8,kepler
FALSE POSITIVE,1.89129881,0.86,944.68,1414.0,5806.0,0.893,0.935,,5.294,82.0,kepler
CONFIRMED,4.94330596,1.41,296.74,1058.0,5661.0,1.008,0.964,,2.9334,126.2,kepler
CANDIDATE,0.619023176,0.79,2985.06,1885.0,5395.0,0.891,0.995,,1.496,77.9,kepler
FALSE POSITIVE,1.540395781,0.94,510.22,1211.0,4955.0,0.735,0.771,,1.6305,173.4,kepler
FALSE POSITIVE,32.9045733,28.34,24.63,568.0,5780.0,1.0,1.0,,4.402,662.3,kepler
FALSE POSITIVE,2.46353343,21.49,445.83,1171.0,5541.0,0.777,0.852,,2.954,830.0,kepler
FALSE POSITIVE,1.541350116,1.5,619.14,1273.0,5150.0,0.784,0.878,,3.29,378.0,kepler
FALSE POSITIVE,1.710316235,23.38,1740.08,1647.0,6147.0,1.096,1.193,,3.614,409.4,kepler
CONFIRMED,9.03326435,1.96,66.89,729.0,5311.0,0.788,0.884,,2.857,610.7,kepler
CONFIRMED,3.490785878,1.32,245.65,1010.0,5496.0,0.725,0.81,,1.4513,336.8,kepler
CONFIRMED,1.093665854,1.29,1880.33,1681.0,5845.0,0.874,0.968,,1.4399,218.4,kepler
CANDIDATE,3.6092231,0.68,477.0,1192.0,6032.0,0.929,1.014,,2.8,52.4,kepler
CANDIDATE,11.4927112,25.01,127.97,858.0,6198.0,1.005,1.072,,7.764,291.5,kepler
FALSE POSITIVE,70.7511986,27.74,8.97,441.0,5771.0,0.936,0.802,,6.198,858.1,kepler
FALSE POSITIVE,4.442520831,3.98,889.36,1392.0,6496.0,1.33,1.209,,2.4779,531.5,kepler
FALSE POSITIVE,1.99042642,1.17,1327.48,1539.0,6198.0,1.005,1.072,,3.083,133.8,kepler
CONFIRMED,13.0267964,2.08,40.51,643.0,5083.0,0.844,0.844,,0.785,356.6,kepler
FALSE POSITIVE,4.93129874,21.42,187.36,944.0,5457.0,0.779,0.712,,1.8626,676.1,kepler
FALSE POSITIVE,27.36432337,39.49,44.5,659.0,6167.0,1.107,1.2,,3.545,2282.5,kepler
FALSE POSITIVE,10.26231992,1.98,15.89,509.0,4316.0,0.54,0.543,,3.568,813.9,kepler
FALSE POSITIVE,2.35197616,21.19,1025.78,1444.0,6147.0,1.003,1.064,,5.304,268.0,kepler
FALSE POSITIVE,0.861643331,1.88,1599.85,1613.0,5506.0,0.688,0.682,,2.4318,232.5,kepler
CANDIDATE,20.1890396,1.39,93.89,794.0,6178.0,1.267,1.085,,6.251,112.1,kepler
FALSE POSITIVE,1.485898163,14.96,620.65,1272.0,5088.0,0.727,0.699,,2.446,224.6,kepler
CANDIDATE,7.3812344,1.0,187.24,944.0,6072.0,0.923,1.005,,2.802,104.5,kepler
CONFIRMED,25.30893566,1.77,60.2,710.0,5949.0,1.292,1.14,,5.7704,153.7,kepler
FALSE POSITIVE,2.759573341,6.42,487.37,1198.0,5640.0,0.863,0.901,,6.999,382.0,kepler
FALSE POSITIVE,3.79188234,1.95,492.81,1201.0,6171.0,0.91,0.944,,2.15,417.0,kepler
FALSE POSITIVE,14.38724729,29.24,65.41,725.0,5830.0,0.859,0.811,,1.9078,1914.1,kepler
FALSE POSITIVE,58.4302648,3.45,1.91,300.0,4338.0,0.609,0.594,,7.18,1849.5,kepler
FALSE POSITIVE,13.26255423,3.55,81.56,766.0,5973.0,0.935,1.024,,4.65,916.4,kepler
FALSE POSITIVE,20.5696575,28.96,42.09,650.0,6098.0,0.838,0.938,,4.263,401.5,kepler
FALSE POSITIVE,4.52342256,1.7,482.25,1195.0,6211.0,1.058,1.117,,2.531,219.0,kepler
FALSE POSITIVE,22.32423657,4.56,32.87,611.0,5648.0,0.912,0.934,,3.669,1299.3,kepler
FALSE POSITIVE,0.905679492,35.74,2950.42,1882.0,5780.0,1.0,1.0,,2.1164,2299.0,kepler
FALSE POSITIVE,0.648774274,1.08,1795.83,1659.0,5026.0,0.729,0.701,,2.643,231.0,kepler
CONFIRMED,29.92208104,3.09,88.52,782.0,6127.0,1.637,1.109,,2.7716,345.3,kepler
FALSE POSITIVE,9.94221873,19.64,76.56,754.0,5213.0,0.917,0.832,,2.453,486.5,kepler
FALSE POSITIVE,9.06557317,1.46,141.9,880.0,6075.0,0.916,0.991,,1.6208,243.4,kepler
CONFIRMED,8.48651582,1.34,298.03,1060.0,6178.0,1.267,1.085,,5.267,110.8,kepler
FALSE POSITIVE,2.189092892,33.45,1034.43,1446.0,6106.0,0.966,1.043,,5.1128,1871.5,kepler
CANDIDATE,3.76565247,0.87,356.3,1108.0,5815.0,0.877,0.973,,1.557,92.4,kepler
FALSE POSITIVE,1.664980224,3.68,3223.3,1921.0,5792.0,1.567,1.024,,1.7455,230.8,kepler
FALSE POSITIVE,16.6094904,1.82,81.28,766.0,6047.0,1.05,0.998,,3.189,272.9,kepler
FALSE POSITIVE,2.69787749,1.5,1235.14,1512.0,5609.0,1.348,0.862,,1.915,116.8,kepler
FALSE POSITIVE,5.23340265,1.15,124.02,851.0,5266.0,0.741,0.83,,3.242,242.1,kepler
FALSE POSITIVE,3.51289168,1.12,429.42,1161.0,5523.0,0.981,0.871,,3.313,131.0,kepler
CONFIRMED,14.092583189,1.82,30.1,597.0,5081.0,0.77,0.864,,4.1536,530.4,kepler
FALSE POSITIVE,9.087508013,1.37,224.7,987.0,6078.0,1.119,0.905,,2.7597,140.6,kepler
FALSE POSITIVE,1.332564704,30.04,1945.27,1692.0,6046.0,0.972,1.053,,5.9775,1049.5,kepler
FALSE POSITIVE,1.221204888,1.1,2334.4,1772.0,5874.0,0.997,0.867,,1.8511,111.6,kepler
FALSE POSITIVE,46.882525,1.91,16.4,513.0,6045.0,0.955,1.038,,1.93,343.5,kepler
FALSE POSITIVE,20.7191626,1.85,92.2,790.0,5837.0,1.366,0.946,,3.912,184.4,kepler
FALSE POSITIVE,16.60973843,6.64,26.59,579.0,5238.0,0.752,0.836,,4.515,667.8,kepler
CANDIDATE,41.88970036,32.16,16.66,515.0,5952.0,0.907,0.989,,1.35,1304.4,kepler
FALSE POSITIVE,1.791406261,4.51,1466.9,1579.0,6092.0,1.028,1.091,,2.8159,345.5,kepler
FALSE POSITIVE,5.71483873,1.26,118.73,842.0,5193.0,0.755,0.713,,2.748,286.2,kepler
FALSE POSITIVE,17.5859472,2.24,56.81,700.0,5780.0,1.0,1.0,,3.815,509.5,kepler
CONFIRMED,10.32736351,1.25,116.56,838.0,5757.0,1.017,1.016,,1.889,126.9,kepler
FALSE POSITIVE,2.54557259,1.97,549.8,1234.0,5718.0,0.863,0.96,,5.636,529.0,kepler
FALSE POSITIVE,11.76921923,3.12,134.04,868.0,6215.0,1.052,1.111,,3.219,519.3,kepler
CANDIDATE,1.236866732,1.75,1439.3,1569.0,5621.0,0.879,0.921,,1.242,187.2,kepler
FALSE POSITIVE,1.926888595,1.31,1622.18,1619.0,6268.0,1.1,1.188,,1.235,130.0,kepler
CANDIDATE,1.332035996,0.85,823.09,1365.0,5376.0,0.73,0.811,,1.391,136.8,kepler
CONFIRMED,8.71980135,1.53,224.47,987.0,5970.0,1.2,1.089,,3.7454,160.4,kepler
CONFIRMED,7.00821787,1.29,300.58,1062.0,5970.0,1.2,1.089,,3.812,116.4,kepler
FALSE POSITIVE,0.99014722,1.34,997.75,1433.0,5072.0,0.747,0.837,,0.9394,321.1,kepler
FALSE POSITIVE,0.77359329,0.82,3022.82,1890.0,5747.0,0.907,0.968,,1.7603,80.6,kepler
FALSE POSITIVE,5.71489488,1.41,160.68,908.0,5552.0,0.833,0.909,,2.0705,292.5,kepler
CANDIDATE,5.47715718,2.17,149.23,892.0,5029.0,0.93,0.847,,1.3849,568.4,kepler
FALSE POSITIVE,5.9703813,1.69,218.94,981.0,5825.0,0.965,1.083,,0.669,210.3,kepler
CANDIDATE,7.57299816,0.53,138.36,875.0,5495.0,0.961,0.932,,2.645,30.2,kepler
CONFIRMED,32.376183,2.26,5.61,392.0,4580.0,0.675,0.748,,4.4639,745.4,kepler
FALSE POSITIVE,4.30908594,1.62,445.13,1172.0,5754.0,1.097,0.976,,1.52,160.8,kepler
FALSE POSITIVE,0.676715927,1.29,2135.8,1735.0,5334.0,0.733,0.712,,0.63,264.5,kepler
CANDIDATE,4.64490141,0.76,113.62,832.0,4786.0,0.77,0.751,,2.456,106.4,kepler
FALSE POSITIVE,0.768934934,4.09,2026.85,1713.0,5390.0,0.777,0.755,,1.216,846.8,kepler
FALSE POSITIVE,0.998212785,1.1,2998.77,1888.0,6072.0,0.988,1.05,,2.489,118.8,kepler
CONFIRMED,0.764863517,1.04,2145.14,1733.0,5231.0,0.86,0.808,,1.16,150.2,kepler
FALSE POSITIVE,0.544962596,1.03,2074.18,1719.0,5257.0,0.639,0.713,,1.085,247.9,kepler
FALSE POSITIVE,0.769127296,0.9,3179.14,1917.0,6024.0,0.831,0.916,,0.998,114.6,kepler
CONFIRMED,4.09578199,1.64,124.3,851.0,4791.0,0.742,0.759,,1.704,405.5,kepler
CONFIRMED,14.4540329,0.72,49.51,676.0,5559.0,0.79,0.714,,7.183,79.7,kepler
CONFIRMED,13.6164547,22.29,76.81,755.0,5823.0,0.972,1.02,,5.175,376.1,kepler
CANDIDATE,7.55842923,1.46,54.85,694.0,4791.0,0.742,0.759,,2.91,361.1,kepler
CONFIRMED,35.8656484,2.44,37.92,633.0,6078.0,1.189,1.005,,8.035,250.9,kepler
CONFIRMED,0.638162933,0.91,2928.31,1874.0,5244.0,0.888,0.808,,1.2313,109.7,kepler
FALSE POSITIVE,1.72929014,0.86,1187.75,1497.0,5910.0,0.94,1.032,,3.609,84.5,kepler
FALSE POSITIVE,40.301684,2.38,35.6,623.0,6429.0,1.177,1.189,,1.398,374.8,kepler
FALSE POSITIVE,26.524553,2.19,55.06,695.0,4995.0,1.703,0.95,,2.359,174.5,kepler
FALSE POSITIVE,26.1537851,1.47,37.53,631.0,6091.0,0.967,1.045,,1.802,228.6,kepler
CANDIDATE,55.7583803,1.59,19.6,537.0,5413.0,1.403,0.918,,2.497,132.7,kepler
CANDIDATE,3.781123,1.16,962.72,1421.0,6318.0,1.216,0.951,,8.15,90.4,kepler
FALSE POSITIVE,29.9756697,1.84,28.85,591.0,5893.0,0.986,1.026,,2.987,258.0,kepler
FALSE POSITIVE,18.1118457,31.25,98.09,803.0,6434.0,1.138,1.169,,6.309,328.7,kepler
CANDIDATE,32.5474295,1.42,34.42,618.0,6068.0,1.061,0.995,,6.945,157.1,kepler
CONFIRMED,33.4969115,2.97,37.3,630.0,4928.0,1.688,0.962,,4.833,163.5,kepler
FALSE POSITIVE,1.389947459,3.39,1816.13,1665.0,5999.0,0.95,0.952,,1.193,1213.8,kepler
CANDIDATE,18.7821603,0.83,50.97,681.0,5919.0,0.94,0.991,,5.573,77.2,kepler
CONFIRMED,42.8774169,2.67,9.8,451.0,5256.0,0.832,0.768,,1.991,1068.8,kepler
FALSE POSITIVE,22.9138322,30.24,89.68,785.0,6154.0,1.334,1.032,,4.855,340.3,kepler
FALSE POSITIVE,65.5327181,1.79,8.61,437.0,5755.0,0.923,0.939,,2.256,373.4,kepler
CANDIDATE,21.3684341,1.72,21.86,551.0,5204.0,0.786,0.736,,1.18,492.8,kepler
CANDIDATE,29.5632952,1.9,18.23,527.0,5595.0,0.828,0.913,,1.562,532.8,kepler
CANDIDATE,38.168652,1.4,55.36,696.0,6164.0,1.465,1.026,,5.086,90.6,kepler
CANDIDATE,69.089357,1.47,2.87,332.0,4848.0,0.698,0.679,,6.207,475.1,kepler
CANDIDATE,40.9882124,1.44,43.98,657.0,6705.0,1.174,1.068,,3.599,145.8,kepler
FALSE POSITIVE,14.3641542,0.98,94.33,795.0,5925.0,1.033,0.898,,2.629,89.2,kepler
CONFIRMED,4.13960513,1.24,789.48,1352.0,6535.0,1.181,1.202,,3.31,106.7,kepler
CANDIDATE,8.0906952,0.8,102.43,811.0,5374.0,0.902,0.928,,2.648,82.4,kepler
FALSE POSITIVE,42.02646,1.5,23.47,561.0,6158.0,1.016,1.013,,2.553,190.0,kepler
FALSE POSITIVE,27.8923345,2.1,100.41,807.0,5873.0,1.78,1.055,,2.204,139.6,kepler
FALSE POSITIVE,0.7906069,17.97,1201.17,1503.0,4994.0,0.72,0.803,,3.3996,689.2,kepler
FALSE POSITIVE,36.1904638,1.69,29.08,592.0,6210.0,1.033,1.093,,1.919,263.3,kepler
FALSE POSITIVE,2.19509634,1.32,725.21,1324.0,5799.0,0.878,0.975,,1.796,227.7,kepler
CANDIDATE,22.2903562,1.13,37.67,632.0,5597.0,1.0,0.956,,1.623,130.4,kepler
FALSE POSITIVE,3.58957045,2.49,131.02,862.0,4608.0,0.746,0.734,,3.418,1221.2,kepler
FALSE POSITIVE,2.40435325,24.16,806.18,1359.0,5780.0,1.0,1.0,,6.825,349.6,kepler
FALSE POSITIVE,37.078668,0.8,7.27,419.0,5120.0,0.65,0.655,,4.403,147.4,kepler
CANDIDATE,50.55398,0.94,4.29,367.0,4895.0,0.687,0.698,,6.159,199.7,kepler
CANDIDATE,31.5034587,1.17,13.02,484.0,5269.0,0.823,0.91,,3.315,210.6,kepler
CANDIDATE,22.2381062,1.09,57.27,702.0,6192.0,1.055,1.097,,2.68,104.2,kepler
CANDIDATE,20.5477769,1.67,53.65,690.0,5922.0,1.057,1.095,,4.634,253.8,kepler
FALSE POSITIVE,25.166806,2.72,12.84,483.0,5013.0,0.704,0.678,,2.111,1350.0,kepler
FALSE POSITIVE,1.89124738,1.2,225.34,989.0,4615.0,0.589,0.579,,4.697,410.0,kepler
CANDIDATE,56.001782,1.54,27.51,584.0,6116.0,1.332,0.974,,1.706,125.2,kepler
FALSE POSITIVE,4.20601251,0.82,239.82,1004.0,5514.0,0.79,0.75,,6.82,106.7,kepler
CANDIDATE,18.9828305,0.72,59.15,707.0,5962.0,1.035,1.083,,6.303,49.1,kepler
FALSE POSITIVE,7.87173698,0.54,130.96,862.0,5428.0,0.94,0.816,,2.619,34.7,kepler
FALSE POSITIVE,63.024229,1.5,7.66,424.0,5691.0,0.887,1.003,,5.77,294.6,kepler
FALSE POSITIVE,57.1143966,1.82,17.64,523.0,6136.0,1.106,1.062,,2.182,268.8,kepler
FALSE POSITIVE,20.5311708,1.39,24.52,568.0,5398.0,0.805,0.902,,5.67,284.6,kepler
CANDIDATE,43.581043,1.94,22.89,558.0,6225.0,1.031,1.091,,6.883,348.7,kepler
CANDIDATE,49.1782244,1.79,11.32,468.0,5674.0,0.839,0.764,,5.8,449.0,kepler
CANDIDATE,3.5645249,0.6,265.37,1029.0,5435.0,0.824,0.937,,2.062,53.9,kepler
CANDIDATE,48.2455501,0.64,9.61,449.0,5441.0,0.827,0.756,,1.375,60.5,kepler
CANDIDATE,15.18575582,2.26,170.46,922.0,6311.0,1.339,1.05,,0.633,256.7,kepler
CANDIDATE,26.092284,1.35,62.57,717.0,6346.0,1.214,1.241,,6.623,122.4,kepler
CANDIDATE,47.0628978,4.1,12.9,483.0,5838.0,0.897,0.992,,1.545,1647.0,kepler
CANDIDATE,25.5338535,1.18,6.66,410.0,4445.0,0.635,0.629,,2.076,368.0,kepler
CANDIDATE,21.1579573,1.63,51.22,682.0,6063.0,1.012,1.117,,4.706,215.9,kepler
FALSE POSITIVE,19.545185,0.76,92.09,790.0,6273.0,1.16,1.002,,1.597,40.2,kepler
FALSE POSITIVE,1.174683069,3.06,3076.92,1901.0,5974.0,1.143,1.022,,2.5167,356.4,kepler
FALSE POSITIVE,33.2948005,1.46,30.67,600.0,6217.0,0.989,1.056,,2.997,215.7,kepler
FALSE POSITIVE,52.6727624,1.64,17.45,521.0,6184.0,1.038,1.1,,3.039,248.0,kepler
FALSE POSITIVE,34.4886903,0.71,17.87,524.0,5629.0,0.886,0.878,,1.22,59.9,kepler
CANDIDATE,12.5747207,1.45,54.46,693.0,5654.0,0.774,0.865,,2.896,323.3,kepler
CANDIDATE,33.3726538,1.95,13.7,491.0,5504.0,0.796,0.892,,3.663,618.4,kepler
FALSE POSITIVE,49.312677,2.84,3.22,342.0,4541.0,0.666,0.657,,4.057,1713.0,kepler
FALSE POSITIVE,28.1117095,1.19,30.39,599.0,5780.0,1.0,1.0,,1.689,119.4,kepler
CONFIRMED,7.20281185,3.06,93.79,794.0,5388.0,0.717,0.681,,2.8305,1832.6,kepler
FALSE POSITIVE,36.4772788,1.65,7.89,427.0,4910.0,0.755,0.73,,2.092,463.0,kepler
CANDIDATE,65.752109,2.0,10.36,458.0,5816.0,1.03,1.047,,6.854,382.5,kepler
CANDIDATE,59.9655175,1.92,12.67,481.0,5729.0,1.105,1.048,,1.89,310.1,kepler
CANDIDATE,19.4534296,1.25,72.59,744.0,6372.0,1.015,1.066,,4.873,149.0,kepler
FALSE POSITIVE,1.80455062,0.65,1457.85,1577.0,6006.0,1.019,0.975,,2.166,39.7,kepler
FALSE POSITIVE,10.1955065,1.02,45.18,661.0,5182.0,0.666,0.646,,2.447,221.4,kepler
CONFIRMED,16.9348104,1.31,15.77,508.0,4650.0,0.706,0.704,,3.408,346.3,kepler
CANDIDATE,57.3888262,1.88,6.41,406.0,5242.0,0.856,0.869,,3.543,344.4,kepler
FALSE POSITIVE,1.540399732,0.58,700.19,1312.0,5160.0,0.784,0.738,,1.63,57.6,kepler
FALSE POSITIVE,1.540393027,2.17,1200.85,1502.0,5466.0,0.946,0.813,,1.75,526.2,kepler
FALSE POSITIVE,39.5931053,1.22,21.06,546.0,6046.0,0.972,1.053,,2.306,156.6,kepler
CONFIRMED,14.5123622,2.08,38.6,636.0,5094.0,0.87,0.813,,4.163,355.8,kepler
FALSE POSITIVE,23.0295222,20.81,40.87,645.0,5877.0,0.959,0.936,,7.96,548.2,kepler
FALSE POSITIVE,4.34573349,0.86,415.52,1151.0,5967.0,0.976,0.936,,2.246,73.5,kepler
CONFIRMED,47.0320478,1.98,13.83,492.0,5370.0,1.055,0.881,,5.892,367.8,kepler
FALSE POSITIVE,10.31453308,29.6,144.83,885.0,6335.0,0.837,0.728,,3.6641,2004.1,kepler
FALSE POSITIVE,15.52861675,1.96,51.98,685.0,5750.0,0.882,0.98,,2.131,500.0,kepler
FALSE POSITIVE,1.60375114,0.82,1918.63,1688.0,5818.0,1.116,0.891,,1.498,51.0,kepler
FALSE POSITIVE,15.7397651,1.18,19.54,536.0,4733.0,0.723,0.706,,3.297,287.7,kepler
FALSE POSITIVE,24.614775,1.28,25.69,574.0,5654.0,0.849,0.904,,2.395,229.4,kepler
CANDIDATE,54.6957124,3.28,6.34,405.0,5299.0,0.757,0.715,,6.89,1096.0,kepler
FALSE POSITIVE,40.1043796,1.5,28.85,591.0,6174.0,1.089,1.02,,3.471,187.3,kepler
CANDIDATE,58.5029431,1.54,33.01,611.0,6525.0,1.412,1.196,,1.633,117.0,kepler
CANDIDATE,24.1527864,0.97,57.15,701.0,6223.0,1.095,1.073,,4.451,78.1,kepler
FALSE POSITIVE,1.507099289,26.56,1037.46,1448.0,5762.0,0.801,0.892,,4.8361,1282.0,kepler
FALSE POSITIVE,1.061934307,18.7,1958.71,1696.0,5853.0,0.868,0.961,,3.211,264.8,kepler
CANDIDATE,14.2673439,1.21,44.12,657.0,5475.0,0.837,0.944,,3.171,217.5,kepler
FALSE POSITIVE,22.52907,1.39,18.89,532.0,5284.0,0.769,0.855,,1.373,327.1,kepler
CANDIDATE,20.5142642,1.14,30.28,598.0,5221.0,0.936,0.843,,3.524,153.2,kepler
CANDIDATE,11.006795,1.34,138.34,874.0,6091.0,1.047,1.058,,5.112,146.4,kepler
FALSE POSITIVE,42.070868,1.82,11.43,469.0,5197.0,0.938,0.847,,1.293,386.2,kepler
CANDIDATE,46.969389,7.45,39.27,638.0,5401.0,1.717,0.824,,1.944,1875.0,kepler
CANDIDATE,15.9961296,1.71,23.32,560.0,4949.0,0.777,0.855,,1.656,500.7,kepler
CANDIDATE,14.5555096,2.03,29.45,594.0,5176.0,0.738,0.826,,2.07,725.0,kepler
FALSE POSITIVE,13.0366377,2.23,283.97,1047.0,6084.0,1.677,1.046,,3.184,154.6,kepler
CANDIDATE,2.64181261,0.59,114.08,834.0,4147.0,0.683,0.678,,2.127,70.0,kepler
CANDIDATE,10.552241908,1.75,13.12,485.0,4031.0,0.585,0.578,,2.7355,954.0,kepler
CANDIDATE,37.537859,1.77,27.38,583.0,6095.0,1.082,1.15,,6.513,269.0,kepler
FALSE POSITIVE,0.864651455,0.69,2062.08,1720.0,5587.0,0.851,0.952,,3.461,67.7,kepler
FALSE POSITIVE,5.29730786,1.49,281.21,1044.0,5780.0,1.0,1.0,,4.02,190.8,kepler
CANDIDATE,21.9578446,0.78,19.05,533.0,5192.0,0.802,0.896,,1.038,96.6,kepler
FALSE POSITIVE,42.093314,2.19,6.47,407.0,4885.0,0.763,0.738,,4.649,886.0,kepler
CANDIDATE,3.1318392,1.5,1025.14,1443.0,6070.0,1.159,0.863,,1.632,159.9,kepler
FALSE POSITIVE,1.23138339,0.82,1746.21,1648.0,5791.0,0.958,1.071,,3.943,72.7,kepler
FALSE POSITIVE,1.50650036,0.81,2520.53,1809.0,6201.0,1.126,0.998,,2.762,45.4,kepler
CANDIDATE,34.0269868,1.57,10.15,455.0,4999.0,0.801,0.764,,1.586,361.7,kepler
FALSE POSITIVE,0.745086745,1.29,1775.23,1654.0,5325.0,0.75,0.84,,4.29,270.0,kepler
CANDIDATE,30.561533,1.53,4.86,379.0,4294.0,0.664,0.654,,2.227,585.7,kepler
CONFIRMED,6.10968225,0.79,337.78,1093.0,6024.0,1.009,0.756,,5.735,60.3,kepler
FALSE POSITIVE,11.8045536,0.94,44.76,660.0,4971.0,0.857,0.813,,3.195,128.9,kepler
CANDIDATE,56.648588,2.19,4.77,377.0,5023.0,0.782,0.821,,4.534,648.9,kepler
FALSE POSITIVE,3.1748772,8.8,933.1,1410.0,5116.0,1.619,0.944,,7.089,1741.0,kepler
CANDIDATE,20.5858591,1.31,27.85,586.0,5523.0,0.753,0.695,,3.069,260.2,kepler
CANDIDATE,57.7749373,1.85,17.82,524.0,6277.0,1.097,1.148,,4.731,283.6,kepler
CONFIRMED,4.09513876,1.75,374.3,1122.0,5858.0,0.963,1.056,,2.462,181.7,kepler
FALSE POSITIVE,0.779615874,0.83,2735.51,1847.0,5764.0,0.863,0.959,,3.932,81.5,kepler
CANDIDATE,7.77710639,0.73,84.44,773.0,5073.0,0.851,0.8,,3.418,77.4,kepler
FALSE POSITIVE,1.33261458,3.65,505.52,1208.0,4611.0,0.76,0.748,,5.161,1335.3,kepler
CANDIDATE,27.285315,2.19,49.97,678.0,6304.0,1.094,1.11,,7.47,396.5,kepler
FALSE POSITIVE,61.224558,2.76,17.89,525.0,6343.0,1.14,1.213,,4.103,544.2,kepler
FALSE POSITIVE,8.48039,1.23,208.42,969.0,6193.0,1.067,1.127,,6.134,133.7,kepler
FALSE POSITIVE,23.9341825,1.03,8.27,432.0,4415.0,0.715,0.708,,1.607,228.1,kepler
CANDIDATE,9.011888,7.04,351.97,1105.0,5627.0,1.735,1.103,,4.167,987.6,kepler
CANDIDATE,65.3558881,2.61,3.05,337.0,4703.0,0.764,0.755,,2.165,1158.0,kepler
FALSE POSITIVE,1.33255577,0.97,961.41,1420.0,5122.0,0.881,0.835,,4.282,126.5,kepler
