target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source,earth_similarity_score,similarity_breakdown,earth_similarity_category
FALSE POSITIVE,2.189090653,23.25,466.32,1185.0,5401.0,0.777,0.871,,5.2094,1027.1,kepler,40.86522176529861,"{'planetary_radius': 0.6853694867966634, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7441452090013192, 'stellar_temp': 0.8115, 'stellar_radius': 0.9495370142771021}",Moderate
CONFIRMED,5.33905606,1.9,105.25,817.0,5057.0,0.704,0.676,,1.6415,755.5,kepler,48.724002465309155,"{'planetary_radius': 0.9358146113827606, 'insolation_flux': 0.06873230548750175, 'equilibrium_temp': 0, 'orbital_period': 0.7887233409462883, 'stellar_temp': 0.6395, 'stellar_radius': 0.9298046154351811}",Moderate
FALSE POSITIVE,1.99492332,0.94,1044.18,1451.0,5957.0,0.971,1.083,,5.898,77.7,kepler,51.28495675959598,"{'planetary_radius': 0.9938124596281912, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7395011781441053, 'stellar_temp': 0.9105, 'stellar_radius': 0.9941142378618376}",Moderate
CONFIRMED,23.2218115,2.42,73.08,746.0,5808.0,1.374,1.054,,2.744,210.4,kepler,54.04545249676428,"{'planetary_radius': 0.9116232459831405, 'insolation_flux': 0.14168905369803875, 'equilibrium_temp': 0, 'orbital_period': 0.8622254968619252, 'stellar_temp': 0.985, 'stellar_radius': 0.9364547612399685}",Moderate
CANDIDATE,6.13074243,1.26,166.78,916.0,5741.0,0.833,0.91,,2.84,146.1,kepler,51.895310103382585,"{'planetary_radius': 0.9768888279036614, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7956366903088038, 'stellar_temp': 0.9815, 'stellar_radius': 0.9634556726369411}",Moderate
CONFIRMED,9.2075634,5.5,211.08,972.0,5678.0,1.303,1.015,,3.365,1243.1,kepler,47.28080802732881,"{'planetary_radius': 0.8295251907761575, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.815972160218679, 'stellar_temp': 0.95, 'stellar_radius': 0.9470661403714584}",Moderate
CONFIRMED,2.5903958,2.55,1147.44,1484.0,5678.0,1.303,1.015,,2.088,330.9,kepler,48.95266494031523,"{'planetary_radius': 0.9063906640829665, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7525614315968947, 'stellar_temp': 0.95, 'stellar_radius': 0.9470661403714584}",Moderate
CONFIRMED,5.3235335,2.69,438.71,1167.0,5678.0,1.303,1.015,,2.714,342.4,kepler,49.15248473300323,"{'planetary_radius': 0.9010458806386252, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7885777611987181, 'stellar_temp': 0.95, 'stellar_radius': 0.9470661403714584}",Moderate
CANDIDATE,5.44085762,0.97,149.44,892.0,5519.0,0.762,0.827,,2.119,137.5,kepler,51.238490978523764,"{'planetary_radius': 0.9969540792515291, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7896677324273382, 'stellar_temp': 0.8705, 'stellar_radius': 0.9456382553409018}",Moderate
FALSE POSITIVE,2.21396079,0.87,375.04,1123.0,4922.0,0.823,0.79,,3.452,119.4,kepler,47.554515256430264,"{'planetary_radius': 0.9860737932666492, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7447100536735856, 'stellar_temp': 0.5720000000000001, 'stellar_radius': 0.9610401843389865}",Moderate
FALSE POSITIVE,5.24078259,24.73,322.16,1080.0,6192.0,0.917,0.976,,5.238,592.6,kepler,41.097245341568005,"{'planetary_radius': 0.6791982918466675, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7877944392893648, 'stellar_temp': 0.793, 'stellar_radius': 0.9826704386548656}",Moderate
FALSE POSITIVE,5.26641416,2.62,964.18,1421.0,6338.0,1.602,1.142,,2.4404,223.8,kepler,46.719608025675235,"{'planetary_radius': 0.9036825682226994, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.788038382764042, 'stellar_temp': 0.72, 'stellar_radius': 0.9057494302707665}",Moderate
CONFIRMED,1.847892736,1.51,843.8,1374.0,5763.0,0.842,0.937,,1.8904,323.3,kepler,50.87342772158673,"{'planetary_radius': 0.9587890349173167, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7356731938807032, 'stellar_temp': 0.9925, 'stellar_radius': 0.9656049470520379}",Moderate
FALSE POSITIVE,1.278555003,5.19,1241.92,1515.0,5636.0,0.827,0.899,,1.4247,1478.0,kepler,46.3324225673594,"{'planetary_radius': 0.8353266302822202, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.717257424285124, 'stellar_temp': 0.929, 'stellar_radius': 0.9620098832083108}",Moderate
CONFIRMED,6.8873113,0.72,90.91,788.0,5208.0,0.772,0.796,,2.214,85.3,kepler,51.37091640246456,"{'planetary_radius': 0.9671495933027964, 'insolation_flux': 0.09802599877324669, 'equilibrium_temp': 0, 'orbital_period': 0.8014549363006871, 'stellar_temp': 0.7150000000000001, 'stellar_radius': 0.9482458542085278}",Moderate
FALSE POSITIVE,19.4444573,1.53,74.47,749.0,6278.0,1.081,1.132,,5.509,182.3,kepler,53.12781846006669,"{'planetary_radius': 0.9574732264595656, 'insolation_flux': 0.13792072805548927, 'equilibrium_temp': 0, 'orbital_period': 0.8533490003549562, 'stellar_temp': 0.75, 'stellar_radius': 0.9844226922685858}",Moderate
FALSE POSITIVE,1.1910489,22.76,781.99,1348.0,5089.0,0.693,0.666,,1.3738,1391.1,kepler,38.95038704085037,"{'planetary_radius': 0.6874995390741869, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7137126148417005, 'stellar_temp': 0.6555, 'stellar_radius': 0.9266549440415532}",Low
CANDIDATE,2.18565886,0.44,329.49,1087.0,4997.0,0.746,0.806,,1.966,35.6,kepler,45.77969630012254,"{'planetary_radius': 0.917901944793017, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7440667635110405, 'stellar_temp': 0.6094999999999999, 'stellar_radius': 0.9413940642443248}",Moderate
CONFIRMED,3.93276627,1.5,399.84,1140.0,5688.0,0.971,0.895,,2.9403,234.9,kepler,51.03855637155237,"{'planetary_radius': 0.9594534891891836, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7734380506567667, 'stellar_temp': 0.955, 'stellar_radius': 0.9941142378618376}",Moderate
FALSE POSITIVE,0.566805514,0.82,3193.9,1920.0,5115.0,0.917,0.842,,4.367,85.3,kepler,47.76883883033055,"{'planetary_radius': 0.9801549061276161, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6765839453227742, 'stellar_temp': 0.6685, 'stellar_radius': 0.9826704386548656}",Moderate
FALSE POSITIVE,3.204222652,23.55,217.46,979.0,5139.0,0.741,0.825,,2.7952,898.4,kepler,39.65981161894967,"{'planetary_radius': 0.6840874179537573, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7631943734022999, 'stellar_temp': 0.6805, 'stellar_radius': 0.94004906926279}",Low
FALSE POSITIVE,2.178154774,19.46,457.16,1180.0,5515.0,0.712,0.785,,3.5302,662.6,kepler,41.87918741905513,"{'planetary_radius': 0.7031638923242141, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7438948016898876, 'stellar_temp': 0.8685, 'stellar_radius': 0.9320645264859677}",Moderate
FALSE POSITIVE,0.99466172,31.84,3078.85,1898.0,5750.0,1.021,0.816,,1.576,1370.5,kepler,41.50408006280886,"{'planetary_radius': 0.6539276639023818, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.704703268491994, 'stellar_temp': 0.986, 'stellar_radius': 0.9958434921634943}",Moderate
FALSE POSITIVE,1.231361934,2.93,2707.51,1839.0,6095.0,1.016,0.9,,5.433,471.0,kepler,47.327888766558864,"{'planetary_radius': 0.8924997576971024, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7153769384802078, 'stellar_temp': 0.8415, 'stellar_radius': 0.996825330168742}",Moderate
CONFIRMED,7.12766417,1.21,89.24,784.0,5159.0,0.821,0.868,,2.491,229.2,kepler,51.71096066593781,"{'planetary_radius': 0.980937964039135, 'insolation_flux': 0.10173412608713372, 'equilibrium_temp': 0, 'orbital_period': 0.803170076211513, 'stellar_temp': 0.6905, 'stellar_radius': 0.9605535660940582}",Moderate
CANDIDATE,3.52364689,0.94,739.8,1330.0,6269.0,1.085,1.106,,3.439,74.2,kepler,49.957251027326826,"{'planetary_radius': 0.9938124596281912, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7679457225473513, 'stellar_temp': 0.7545, 'stellar_radius': 0.9836840026015155}",Moderate
CANDIDATE,4.78850084,0.63,147.95,889.0,5208.0,0.772,0.796,,2.099,66.5,kepler,48.35356866540637,"{'planetary_radius': 0.9537964540403441, 'insolation_flux': 0.0006251242307563354, 'equilibrium_temp': 0, 'orbital_period': 0.7832817667384495, 'stellar_temp': 0.7150000000000001, 'stellar_radius': 0.9482458542085278}",Moderate
CONFIRMED,1.210693626,0.99,784.51,1351.0,5014.0,0.756,0.756,,1.434,159.1,kepler,48.0154407843189,"{'planetary_radius': 0.9989949664146499, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7145305694682001, 'stellar_temp': 0.618, 'stellar_radius': 0.9440572194394792}",Moderate
CONFIRMED,1.090011003,1.04,911.28,1402.0,5081.0,0.77,0.864,,1.5,174.8,kepler,48.228775966433105,"{'planetary_radius': 0.9960779286846718, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7092802870027354, 'stellar_temp': 0.6515, 'stellar_radius': 0.9477270471731185}",Moderate
CANDIDATE,18.2572722,0.94,21.16,547.0,5014.0,0.756,0.756,,3.434,157.5,kepler,58.956087564462266,"{'planetary_radius': 0.9938124596281912, 'insolation_flux': 0.3895774786019802, 'equilibrium_temp': 0, 'orbital_period': 0.8501990713369629, 'stellar_temp': 0.618, 'stellar_radius': 0.9440572194394792}",Moderate
CONFIRMED,34.2115022,1.15,7.82,427.0,4955.0,0.721,0.774,,4.947,273.8,kepler,63.671165187657095,"{'planetary_radius': 0.9860238057624842, 'insolation_flux': 0.588663089088556, 'equilibrium_temp': 0, 'orbital_period': 0.8815989929265866, 'stellar_temp': 0.5885, 'stellar_radius': 0.9345767716605624}",High
FALSE POSITIVE,36.4721523,0.7,18.29,527.0,5853.0,0.895,0.99,,2.673,52.6,kepler,62.7602547795015,"{'planetary_radius': 0.9643325056061267, 'insolation_flux': 0.41872910751944514, 'equilibrium_temp': 0, 'orbital_period': 0.8847983484038855, 'stellar_temp': 0.9625, 'stellar_radius': 0.9778136878585437}",High
FALSE POSITIVE,3.255189932,1.39,880.52,1390.0,5807.0,1.256,0.977,,2.7117,119.2,kepler,51.2789909776123,"{'planetary_radius': 0.9670696252857399, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7639834287086117, 'stellar_temp': 0.9855, 'stellar_radius': 0.9544135863907987}",Moderate
CONFIRMED,0.938750221,1.46,1874.28,1676.0,5497.0,0.886,0.964,,1.3568,280.7,kepler,49.35675841890462,"{'planetary_radius': 0.9621563564279755, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7018106054442406, 'stellar_temp': 0.8594999999999999, 'stellar_radius': 0.9757923343245888}",Moderate
CONFIRMED,27.3214242,3.61,58.35,705.0,5592.0,1.451,1.0,,4.836,279.6,kepler,53.217871471911,"{'planetary_radius': 0.871629222765521, 'insolation_flux': 0.18670812825348704, 'equilibrium_temp': 0, 'orbital_period': 0.8703544556510255, 'stellar_temp': 0.907, 'stellar_radius': 0.9255494052195898}",Moderate
CONFIRMED,2.3702932,1.29,588.1,1256.0,5668.0,0.868,0.963,,1.666,224.8,kepler,51.025725585529756,"{'planetary_radius': 0.9745357781626419, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7481215804972283, 'stellar_temp': 0.945, 'stellar_radius': 0.9716872871356427}",Moderate
FALSE POSITIVE,7.50023955,21.06,155.6,901.0,5849.0,0.919,1.014,,2.916,273.2,kepler,43.47558077795676,"{'planetary_radius': 0.695262449329417, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8057176454700692, 'stellar_temp': 0.9645, 'stellar_radius': 0.98310616867471}",Moderate
FALSE POSITIVE,2.248063246,30.38,1421.38,1566.0,6325.0,1.112,1.157,,5.1297,631.7,kepler,39.372229820341985,"{'planetary_radius': 0.6586215502832373, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7454743507673255, 'stellar_temp': 0.7264999999999999, 'stellar_radius': 0.9787679608343218}",Low
FALSE POSITIVE,2.991885335,3.94,505.77,1209.0,5750.0,0.839,0.747,,7.4319,1356.9,kepler,48.168574099997244,"{'planetary_radius': 0.8628819276690157, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7597660842441704, 'stellar_temp': 0.986, 'stellar_radius': 0.9648910854970139}",Moderate
FALSE POSITIVE,1.466535757,4.28,1849.31,1671.0,5888.0,1.02,0.924,,0.8222,1346.4,kepler,47.309498814448105,"{'planetary_radius': 0.8546046990406295, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7241160470525391, 'stellar_temp': 0.945, 'stellar_radius': 0.996039474540764}",Moderate
FALSE POSITIVE,8.870415578,39.46,414.26,1151.0,6022.0,1.514,0.888,,1.2864,873.1,kepler,40.48045214154075,"{'planetary_radius': 0.632471249940553, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8141069798339418, 'stellar_temp': 0.878, 'stellar_radius': 0.9170489689969485}",Moderate
CONFIRMED,19.57783279,1.96,35.14,621.0,5620.0,0.884,0.971,,1.9857,432.6,kepler,57.80807589786499,"{'planetary_radius': 0.9327055526757574, 'insolation_flux': 0.2881319834482098, 'equilibrium_temp': 0, 'orbital_period': 0.8536907947731499, 'stellar_temp': 0.921, 'stellar_radius': 0.9753403567311013}",Moderate
CONFIRMED,70.9672087,2.84,8.66,438.0,5818.0,0.986,1.032,,6.9623,784.7,kepler,65.04173324144418,"{'planetary_radius': 0.8956195947826885, 'insolation_flux': 0.5682570554851313, 'equilibrium_temp': 0, 'orbital_period': 0.9180817935214748, 'stellar_temp': 0.98, 'stellar_radius': 0.9971802151240997}",High
CANDIDATE,9.74765878,0.78,50.3,679.0,5176.0,0.738,0.826,,2.62,102.0,kepler,54.53900162240242,"{'planetary_radius': 0.97515386407015, 'insolation_flux': 0.2163989845788613, 'equilibrium_temp': 0, 'orbital_period': 0.8188222540208043, 'stellar_temp': 0.6990000000000001, 'stellar_radius': 0.9392377091236671}",Moderate
CONFIRMED,3.18899015,0.98,693.65,1309.0,5700.0,1.176,1.071,,2.722,66.2,kepler,52.01683415289591,"{'planetary_radius': 0.9979797292682481, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7629561124324895, 'stellar_temp': 0.961, 'stellar_radius': 0.9675762301047129}",Moderate
CONFIRMED,0.762132307,0.75,2913.14,1872.0,5594.0,0.934,0.981,,1.22,63.7,kepler,50.06256636300893,"{'planetary_radius': 0.971231792754822, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.691389142111757, 'stellar_temp': 0.908, 'stellar_radius': 0.9863442318493412}",Moderate
CANDIDATE,1.803697292,1.0,2385.75,1783.0,6438.0,1.166,1.054,,1.5922,69.7,kepler,48.89104919142358,"{'planetary_radius': 1, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7344628279351881, 'stellar_temp': 0.6699999999999999, 'stellar_radius': 0.9692841824143399}",Moderate
FALSE POSITIVE,1.674690886,29.78,2558.96,1813.0,6397.0,1.157,1.042,,2.0179,527.4,kepler,38.88518174599284,"{'planetary_radius': 0.6606162972744137, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7307523275971965, 'stellar_temp': 0.6905, 'stellar_radius': 0.9708339103576921}",Low
FALSE POSITIVE,2.112405306,19.01,533.2,1225.0,5562.0,0.756,0.845,,2.5845,489.0,kepler,42.22901322922216,"{'planetary_radius': 0.7055034843499662, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7423622601525779, 'stellar_temp': 0.892, 'stellar_radius': 0.9440572194394792}",Moderate
FALSE POSITIVE,1.870990236,26.1,1824.38,1668.0,6384.0,1.086,1.129,,1.8432,642.6,kepler,39.46463572452624,"{'planetary_radius': 0.6738064685671352, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7362942889023923, 'stellar_temp': 0.6970000000000001, 'stellar_radius': 0.9834997556976512}",Low
FALSE POSITIVE,1.33253834,0.64,1051.03,1453.0,5520.0,0.818,0.917,,3.737,62.4,kepler,49.36349754923347,"{'planetary_radius': 0.955371289737158, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7193251799498117, 'stellar_temp': 0.871, 'stellar_radius': 0.959821411524122}",Moderate
FALSE POSITIVE,1.241483276,27.25,2761.35,1847.0,6140.0,1.053,1.001,,2.195,141.0,kepler,40.38105860574195,"{'planetary_radius': 0.6694946478890746, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7157862402221546, 'stellar_temp': 0.819, 'stellar_radius': 0.9896713533696323}",Moderate
CANDIDATE,1.72110057,0.7,1575.2,1607.0,5700.0,1.176,1.071,,1.922,29.7,kepler,50.69904726963061,"{'planetary_radius': 0.9643325056061267, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.732119095092324, 'stellar_temp': 0.961, 'stellar_radius': 0.9675762301047129}",Moderate
FALSE POSITIVE,4.8591441,6.9,681.41,1303.0,6586.0,1.207,1.226,,3.8588,2183.6,kepler,42.817437953405516,"{'planetary_radius': 0.8068478588396786, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.784014013033055, 'stellar_temp': 0.596, 'stellar_radius': 0.9623724115769211}",Moderate
FALSE POSITIVE,0.955297055,18.16,1367.42,1550.0,5319.0,0.734,0.694,,1.7405,846.1,kepler,40.72493213754146,"{'planetary_radius': 0.7100778626826852, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7026842507428526, 'stellar_temp': 0.7705, 'stellar_radius': 0.9381507499264757}",Moderate
CONFIRMED,2.41660149,0.92,770.05,1343.0,5705.0,1.026,1.069,,1.9699,83.6,kepler,51.85007750620867,"{'planetary_radius': 0.9916618391060948, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7490890079774403, 'stellar_temp': 0.9635, 'stellar_radius': 0.9948664506502845}",Moderate
FALSE POSITIVE,3.635723653,1.23,1126.72,1478.0,6422.0,1.295,1.082,,2.1862,80.0,kepler,48.59555985658089,"{'planetary_radius': 0.9792985830615674, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7695113059885372, 'stellar_temp': 0.6779999999999999, 'stellar_radius': 0.9482978609696998}",Moderate
FALSE POSITIVE,45.3968385,21.23,8.62,437.0,5649.0,0.705,0.786,,4.477,1355.2,kepler,58.026201481020564,"{'planetary_radius': 0.6944584724284835, 'insolation_flux': 0.5691829830648797, 'equilibrium_temp': 0, 'orbital_period': 0.8957430207713939, 'stellar_temp': 0.9355, 'stellar_radius': 0.9300885047660263}",Moderate
FALSE POSITIVE,15.160166,2.09,107.59,821.0,5940.0,1.191,1.03,,5.856,307.9,kepler,51.82112061836336,"{'planetary_radius': 0.926283593402328, 'insolation_flux': 0.06433445867883647, 'equilibrium_temp': 0, 'orbital_period': 0.8409044639695771, 'stellar_temp': 0.919, 'stellar_radius': 0.9650413419253674}",Moderate
FALSE POSITIVE,9.40527028,25.39,182.72,938.0,6347.0,0.996,1.053,,2.076,470.9,kepler,40.61826986626001,"{'planetary_radius': 0.6765644604283413, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8170344074807314, 'stellar_temp': 0.7155, 'stellar_radius': 0.9991983957204922}",Moderate
FALSE POSITIVE,4.15713766,1.17,908.82,1401.0,6470.0,1.324,1.281,,1.808,77.0,kepler,48.55045365821555,"{'planetary_radius': 0.9842996251190336, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.776212236215936, 'stellar_temp': 0.654, 'stellar_radius': 0.9438685084970367}",Moderate
FALSE POSITIVE,3.2136904,1.22,1515.7,1591.0,6184.0,1.579,1.289,,2.205,55.8,kepler,49.55007463023203,"{'planetary_radius': 0.9801149141254835, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7633418941741039, 'stellar_temp': 0.7969999999999999, 'stellar_radius': 0.908641652945299}",Moderate
FALSE POSITIVE,2.87066026,1.72,484.17,1196.0,5910.0,0.796,0.875,,1.541,450.8,kepler,50.0618510386017,"{'planetary_radius': 0.9457675709174638, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7576980004215542, 'stellar_temp': 0.9339999999999999, 'stellar_radius': 0.9543687813724492}",Moderate
FALSE POSITIVE,1.50650136,0.8,1403.44,1562.0,5607.0,0.948,0.788,,3.1126,66.9,kepler,50.67677253518612,"{'planetary_radius': 0.977685644868579, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7254603965855866, 'stellar_temp': 0.9145, 'stellar_radius': 0.9893198446545769}",Moderate
FALSE POSITIVE,10.10176739,26.09,111.86,829.0,6058.0,0.867,0.95,,2.1267,601.7,kepler,43.29245112689354,"{'planetary_radius': 0.6738447900851363, 'insolation_flux': 0.05655038212131169, 'equilibrium_temp': 0, 'orbital_period': 0.8206064173508254, 'stellar_temp': 0.86, 'stellar_radius': 0.9714567395596809}",Moderate
CANDIDATE,10.57910009,2.03,175.79,929.0,6323.0,1.093,1.14,,1.4553,329.3,kepler,48.29111556890741,"{'planetary_radius': 0.9291964206946304, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8229149157262892, 'stellar_temp': 0.7275, 'stellar_radius': 0.9822147581611197}",Moderate
CONFIRMED,1.480283464,0.97,2597.27,1822.0,5897.0,1.259,1.026,,2.486,60.5,kepler,51.329130396751395,"{'planetary_radius': 0.9969540792515291, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7245825774267733, 'stellar_temp': 0.9405, 'stellar_radius': 0.953936448987558}",Moderate
CONFIRMED,9.97682072,2.85,97.85,802.0,5500.0,0.928,0.821,,3.4873,966.8,kepler,50.67598221365679,"{'planetary_radius': 0.8952681005719441, 'insolation_flux': 0.08331286123158299, 'equilibrium_temp': 0, 'orbital_period': 0.8199841211904826, 'stellar_temp': 0.861, 'stellar_radius': 0.9850552907608127}",Moderate
CANDIDATE,5.0263815,0.84,305.12,1065.0,5783.0,0.962,0.885,,4.384,77.2,kepler,52.270258155700446,"{'planetary_radius': 0.9825646612855222, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7857059145451205, 'stellar_temp': 0.9975, 'stellar_radius': 0.9922518343367139}",Moderate
FALSE POSITIVE,16.00351679,18.01,27.83,586.0,5283.0,0.695,0.691,,4.001,668.3,kepler,50.293915434745884,"{'planetary_radius': 0.7109072840812135, 'insolation_flux': 0.3347770848924402, 'equilibrium_temp': 0, 'orbital_period': 0.8436113223415814, 'stellar_temp': 0.7525, 'stellar_radius': 0.927231313316531}",Moderate
FALSE POSITIVE,2.03743942,0.82,673.94,1299.0,5751.0,0.774,0.826,,3.103,112.5,kepler,51.41901966970843,"{'planetary_radius': 0.9801549061276161, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7405555891272357, 'stellar_temp': 0.9865, 'stellar_radius': 0.948763318921518}",Moderate
FALSE POSITIVE,2.4681015,1.22,564.74,1244.0,5516.0,0.872,0.811,,2.83,172.8,kepler,50.457915159183756,"{'planetary_radius': 0.9801149141254835, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7501433590492408, 'stellar_temp': 0.869, 'stellar_radius': 0.9726068289853685}",Moderate
FALSE POSITIVE,3.17275711,1.27,206.07,966.0,5058.0,0.739,0.827,,5.404,313.2,kepler,48.00750139557105,"{'planetary_radius': 0.97609830995295, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7627009455016488, 'stellar_temp': 0.64, 'stellar_radius': 0.939508528393213}",Moderate
FALSE POSITIVE,2.49047468,1.53,940.43,1413.0,6067.0,0.997,0.981,,2.2003,222.2,kepler,49.78213792287442,"{'planetary_radius': 0.9574732264595656, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7505945638107753, 'stellar_temp': 0.8555, 'stellar_radius': 0.9993990981959403}",Moderate
FALSE POSITIVE,2.17257963,13.55,1254.52,1518.0,6038.0,0.971,0.753,,1.5794,335.5,kepler,43.28907813757192,"{'planetary_radius': 0.739361345267429, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7437666590239864, 'stellar_temp': 0.87, 'stellar_radius': 0.9941142378618376}",Moderate
FALSE POSITIVE,7.37339245,13.73,344.18,1098.0,6484.0,1.093,0.998,,2.883,125.0,kepler,41.57097205894304,"{'planetary_radius': 0.738041678022012, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8048647927477088, 'stellar_temp': 0.647, 'stellar_radius': 0.9822147581611197}",Moderate
CANDIDATE,66.119119,3.0,9.89,452.0,5828.0,1.028,1.116,,3.086,862.0,kepler,64.11436518777676,"{'planetary_radius': 0.8901387711331891, 'insolation_flux': 0.5416951708730758, 'equilibrium_temp': 0, 'orbital_period': 0.9145437948987162, 'stellar_temp': 0.975, 'stellar_radius': 0.9944769665934053}",High
FALSE POSITIVE,2.237180102,1.75,390.02,1134.0,5080.0,0.793,0.792,,1.4734,493.8,kepler,47.0515376484172,"{'planetary_radius': 0.9440384212064578, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7452317069570764, 'stellar_temp': 0.651, 'stellar_radius': 0.9536135885305422}",Moderate
FALSE POSITIVE,0.93374232,18.29,1706.25,1638.0,5553.0,0.806,0.903,,6.552,351.4,kepler,41.955696667266494,"{'planetary_radius': 0.7093645537597226, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.701543159095033, 'stellar_temp': 0.8875, 'stellar_radius': 0.9568656927048983}",Moderate
FALSE POSITIVE,1.506019633,1.08,1660.03,1628.0,6065.0,0.896,0.833,,2.408,136.9,kepler,50.47874606817566,"{'planetary_radius': 0.9923038958863871, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7254444057591252, 'stellar_temp': 0.8565, 'stellar_radius': 0.9780370267985586}",Moderate
FALSE POSITIVE,0.572513875,0.52,2365.45,1779.0,5171.0,0.76,0.793,,2.353,49.3,kepler,46.49963357274306,"{'planetary_radius': 0.9346073532593336, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6770849820664813, 'stellar_temp': 0.6965, 'stellar_radius': 0.9451126308596479}",Moderate
FALSE POSITIVE,3.690317047,20.23,634.09,1280.0,6120.0,1.054,1.003,,1.3784,465.5,kepler,41.9184727585053,"{'planetary_radius': 0.6992833348820346, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7702565162163435, 'stellar_temp': 0.829, 'stellar_radius': 0.9894815099761659}",Moderate
